2.6;2.4;2.0;0,26;64.8;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.75;0.90;1.00;0.70;0.70;0.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.50;1.40;1.90;2.00;2.40;1.80;1.80;1.50;0.25;0.05;0.00;0.00;0.00;0.00;0.00;0.50;2.00;2.00;3.00;4.10;4.50;4.00;3.50;2.50;1.75;0.60;0.05;0.00;0.00;0.00;0.50;1.60;2.20;3.50;4.95;5.40;5.25;5.70;5.50;4.10;2.50;1.10;0.20;0.00;0.00;0.00;1.00;1.80;3.00;4.90;4.90;5.00;5.25;5.40;5.70;5.50;4.00;2.00;0.75;0.00;0.00;0.00;1.40;2.00;4.00;4.60;4.50;4.75;4.75;5.50;5.60;5.50;4.80;2.60;1.10;0.00;0.00;0.05;1.50;2.25;4.50;4.40;4.10;4.80;8.00;6.50;5.40;5.30;4.75;2.75;1.25;0.05;0.00;0.00;1.60;2.25;4.50;4.90;4.60;4.50;7.00;6.00;5.00;5.00;4.60;2.50;0.90;0.05;0.00;0.05;1.40;1.80;3.50;4.50;4.90;4.50;4.60;5.00;5.10;5.00;4.40;2.10;0.80;0.05;0.00;0.00;0.80;1.60;2.90;4.60;5.25;5.00;5.10;5.00;5.40;5.00;3.25;1.50;0.70;0.00;0.00;0.00;0.20;1.25;1.75;2.90;4.50;4.90;5.25;5.30;4.70;3.50;1.70;1.00;0.05;0.00;0.00;0.00;0.00;0.50;1.25;2.00;3.00;3.00;3.50;3.50;2.70;1.70;1.10;0.05;0.00;0.00;0.00;0.00;0.00;0.00;0.20;0.90;1.20;1.20;1.50;1.50;1.00;0.90;0.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.05;0.50;0.60;0.60;0.70;0.05;0.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
2.6;2.4;2.5;0,70;74.7;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.50;0.70;0.95;0.75;0.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.40;1.30;1.60;2.45;2.50;1.90;1.60;0.75;0.50;0.00;0.00;0.00;0.00;0.00;0.00;0.40;1.50;3.00;3.80;4.75;4.60;4.20;3.60;2.20;1.20;0.45;0.00;0.00;0.00;0.00;0.10;1.00;3.00;4.15;5.50;5.50;5.75;5.90;5.50;3.90;2.25;0.80;0.10;0.00;0.00;0.00;0.50;1.90;4.00;5.85;5.75;5.80;6.40;6.15;6.15;5.15;3.35;1.60;0.25;0.00;0.00;0.00;0.75;2.50;4.60;5.70;5.90;6.15;6.50;6.50;6.25;5.60;4.00;2.00;0.50;0.00;0.00;0.00;0.85;2.80;4.70;5.60;5.75;5.60;7.95;7.45;6.70;5.80;4.10;2.50;0.75;0.00;0.00;0.00;0.95;2.20;5.00;5.70;5.40;5.70;7.25;7.25;6.65;5.80;4.25;2.20;0.55;0.00;0.00;0.00;0.50;2.00;4.10;5.50;5.70;6.00;6.50;7.00;6.70;5.70;3.90;2.00;0.30;0.00;0.00;0.00;0.40;1.40;2.80;4.80;6.00;6.30;7.00;6.60;6.50;4.80;2.90;1.10;0.00;0.00;0.00;0.00;0.10;0.75;1.80;3.10;4.60;5.45;2.75;5.70;4.85;3.20;1.50;0.50;0.00;0.00;0.00;0.00;0.00;0.10;0.75;1.50;2.60;3.00;3.50;3.50;2.50;1.70;0.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.50;1.00;1.10;1.40;1.20;0.75;0.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.20;0.20;0.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
2.6;2.4;3.0;0,31;130.5;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.05;0.50;0.80;1.00;0.95;0.40;0.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.65;1.30;1.70;2.75;2.90;2.25;2.00;1.60;0.55;0.00;0.00;0.00;0.00;0.00;0.00;0.25;1.50;2.70;3.75;4.60;5.00;4.90;4.50;3.25;2.20;0.70;0.00;0.00;0.00;0.00;0.00;1.00;2.50;4.25;5.50;5.90;5.75;6.20;6.45;5.25;3.50;1.50;0.25;0.00;0.00;0.00;0.50;1.90;3.50;5.40;5.60;6.00;6.35;6.50;6.70;6.50;5.00;2.50;0.80;0.00;0.00;0.00;0.90;2.70;4.40;5.40;5.50;5.90;6.20;6.80;7.10;6.70;5.60;3.25;1.10;0.00;0.00;0.00;1.00;3.00;4.90;5.50;5.75;5.60;8.00;7.40;6.90;6.40;5.60;3.50;1.40;0.00;0.00;0.00;1.00;3.10;4.90;6.00;5.80;6.10;7.60;7.20;6.60;6.40;5.40;3.40;1.25;0.10;0.00;0.00;0.90;2.25;4.50;6.00;6.25;6.50;6.50;6.20;6.60;6.00;4.90;2.80;1.00;0.05;0.00;0.00;0.30;1.90;3.70;5.50;6.70;6.75;6.70;6.40;6.30;5.50;3.80;1.80;0.25;0.00;0.00;0.00;0.00;0.90;2.20;5.00;5.10;5.70;6.20;6.10;5.25;4.30;2.60;0.90;0.00;0.00;0.00;0.00;0.00;0.00;1.00;2.40;3.40;4.00;4.50;4.30;3.50;2.70;1.40;0.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.60;1.30;1.50;2.00;2.00;1.50;1.00;0.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.20;0.50;0.50;0.30;0.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
2.6;2.4;3.5;0,00;219.6;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.50;1.00;1.10;1.00;0.70;0.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.60;1.50;1.20;3.00;3.10;3.00;2.75;1.90;1.10;0.20;0.00;0.00;0.00;0.00;0.00;0.60;2.00;3.10;4.40;5.75;6.25;5.75;4.90;3.60;2.50;1.40;0.25;0.00;0.00;0.00;0.20;1.75;3.20;5.30;6.80;7.80;8.00;8.00;7.50;6.10;4.25;2.60;1.10;0.00;0.00;0.00;1.10;2.75;5.00;7.10;7.80;8.00;8.10;8.00;8.00;7.50;6.00;3.75;1.90;0.60;0.00;0.20;1.90;3.40;6.10;7.25;7.90;7.90;7.80;7.60;7.80;7.50;7.00;4.75;2.50;1.00;0.00;0.80;2.40;4.10;6.40;6.75;7.25;6.25;7.40;6.90;6.90;7.00;6.70;5.40;3.00;1.10;0.00;1.00;2.60;4.25;6.50;6.90;6.70;5.90;9.10;7.10;6.10;6.50;6.25;4.90;2.80;1.25;0.00;0.50;2.50;4.00;5.90;6.60;6.50;5.80;5.60;5.60;6.00;6.40;6.00;4.90;2.50;1.00;0.00;0.10;2.20;3.40;5.50;6.10;6.60;6.40;6.50;6.40;6.25;6.10;5.75;4.00;2.40;1.00;0.00;0.00;1.40;3.00;4.00;5.90;6.50;6.50;6.50;6.50;6.10;5.75;4.60;3.00;1.60;0.20;0.00;0.00;0.50;2.00;3.00;4.20;5.50;6.00;6.00;5.90;5.50;4.40;3.40;2.25;1.00;0.00;0.00;0.00;0.00;1.00;1.90;2.60;3.50;4.00;4.00;4.00;3.50;2.90;1.90;0.90;0.00;0.00;0.00;0.00;0.00;0.00;0.60;1.40;2.10;2.50;2.50;2.50;2.00;1.50;0.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.20;0.50;0.60;0.60;0.20;0.00;0.00;0.00;0.00;0.00;0.00;
2.6;2.4;2.0;0,28;89.1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.05;0.20;0.90;1.00;1.00;0.90;0.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.40;1.40;2.00;1.70;2.00;1.80;1.80;1.40;0.80;0.00;0.00;0.00;0.00;0.00;0.00;0.50;1.90;2.00;3.00;3.80;4.25;4.10;3.20;2.40;1.90;0.90;0.00;0.00;0.00;0.00;0.05;1.50;2.00;3.80;5.80;5.50;5.60;5.90;5.50;3.90;2.50;1.30;0.25;0.00;0.00;0.00;0.80;1.80;2.90;5.00;5.40;5.30;5.60;5.60;5.75;5.40;3.90;1.80;0.90;0.00;0.00;0.00;1.40;1.90;3.80;5.00;4.80;5.00;5.30;5.40;5.60;5.50;4.60;2.50;1.00;0.00;0.00;0.05;1.50;2.00;4.40;4.90;4.90;4.90;8.00;7.20;5.60;5.50;5.00;3.00;1.10;0.05;0.00;0.05;1.60;2.25;4.50;5.00;4.90;4.90;7.00;7.50;5.50;5.50;4.70;2.90;1.00;0.05;0.00;0.05;1.30;2.00;3.60;5.25;5.40;5.15;5.40;5.50;5.60;5.40;4.50;2.30;1.00;0.05;0.00;0.00;0.70;1.90;2.60;5.10;5.80;5.30;5.50;5.60;5.50;5.10;3.20;0.75;0.50;0.00;0.00;0.00;0.10;1.20;1.90;2.80;4.90;5.30;5.50;5.50;4.75;3.50;2.10;1.00;0.00;0.00;0.00;0.00;0.00;0.20;1.30;2.00;2.60;3.00;3.50;3.40;2.40;1.90;1.20;0.30;0.00;0.00;0.00;0.00;0.00;0.00;0.50;1.00;1.50;1.50;1.90;1.60;1.30;0.90;0.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.40;0.40;0.30;0.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
2.6;2.4;2.5;0,58;81.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.25;0.75;0.90;1.00;0.80;0.60;0.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.60;1.25;1.90;2.25;2.50;2.10;2.00;1.10;0.60;0.00;0.00;0.00;0.00;0.00;0.00;0.90;1.75;2.80;3.70;4.40;4.90;4.60;3.75;2.60;1.60;0.60;0.00;0.00;0.00;0.00;0.25;1.10;2.40;4.30;5.00;5.75;5.75;6.00;5.60;4.00;2.75;1.25;0.50;0.00;0.00;0.00;0.80;1.80;3.50;5.50;5.60;5.80;5.90;6.00;5.90;5.30;3.60;1.80;0.50;0.00;0.00;0.00;1.25;2.50;4.50;5.50;5.50;5.60;5.75;5.90;5.90;5.50;4.50;2.50;1.00;0.00;0.00;0.10;1.25;2.40;4.80;5.00;5.10;5.25;7.10;6.90;6.00;5.00;4.80;3.00;1.00;0.10;0.00;0.10;1.40;2.50;4.90;5.25;5.00;4.90;6.40;6.50;6.00;5.60;4.60;2.90;1.00;0.10;0.00;0.00;1.10;2.10;3.90;5.10;5.50;5.10;5.50;6.00;5.90;5.40;4.30;2.50;0.75;0.00;0.00;0.00;0.80;1.70;2.90;5.00;5.70;5.50;5.70;5.80;5.90;5.00;3.40;1.60;0.50;0.00;0.00;0.00;0.20;1.00;1.75;3.20;4.75;5.00;5.50;5.50;4.90;3.70;2.00;1.00;0.20;0.00;0.00;0.00;0.00;0.30;1.20;2.00;3.00;3.25;3.75;3.70;3.00;2.00;1.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;0.40;0.80;1.40;1.60;1.50;1.50;1.00;0.70;0.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.40;0.60;0.60;0.60;0.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
2.6;2.4;3.0;0,73;81.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.05;0.05;0.50;0.80;0.90;0.70;0.50;0.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.40;1.10;1.60;2.00;2.60;2.00;1.90;1.00;0.30;0.05;0.00;0.00;0.00;0.00;0.05;0.75;1.60;2.50;3.70;4.60;5.00;5.10;4.00;2.50;1.30;0.25;0.05;0.00;0.00;0.00;0.40;1.20;2.75;4.40;5.40;5.90;6.00;6.30;5.95;4.10;2.00;0.80;0.05;0.00;0.00;0.00;0.75;1.80;3.70;5.70;5.60;6.10;6.40;6.50;6.90;5.50;3.40;1.30;0.25;0.00;0.00;0.05;1.10;2.75;4.50;5.60;5.75;5.50;5.40;6.20;6.90;6.00;4.50;1.90;0.60;0.00;0.00;0.20;1.20;2.70;5.00;5.50;5.50;5.00;7.00;6.60;7.00;6.50;4.80;2.40;0.60;0.00;0.00;0.00;1.25;3.10;5.00;5.90;5.25;5.10;6.20;6.50;6.80;6.00;4.40;2.10;0.75;0.00;0.00;0.00;1.10;2.50;4.30;5.40;5.90;5.90;5.90;6.50;6.60;5.75;4.00;1.80;0.50;0.00;0.00;0.00;0.50;1.70;3.25;5.00;6.00;6.00;6.30;6.30;5.90;4.90;2.90;1.10;0.05;0.00;0.00;0.00;0.20;1.00;2.00;3.25;4.70;5.00;5.25;5.00;4.25;3.00;1.50;0.50;0.00;0.00;0.00;0.00;0.00;0.20;1.10;2.00;2.90;3.00;3.40;3.00;2.10;1.50;0.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.05;0.75;1.00;1.10;1.25;1.20;0.60;0.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.10;0.10;0.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
2.6;2.4;3.5;0,88;150.3;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.20;0.60;0.80;0.70;0.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.40;1.20;2.00;2.50;2.50;2.20;2.20;1.40;0.50;0.00;0.00;0.00;0.00;0.00;0.00;0.25;1.20;2.50;3.20;4.00;4.20;3.80;4.00;2.60;1.50;0.60;0.00;0.00;0.00;0.00;0.00;1.00;2.40;4.00;4.80;5.50;6.50;6.00;6.60;4.50;2.75;1.50;0.40;0.00;0.00;0.00;0.30;2.60;3.25;4.90;5.50;5.60;6.00;6.00;6.50;5.50;4.60;2.40;0.60;0.00;0.00;0.00;0.00;2.20;4.50;5.50;6.50;6.00;6.00;6.50;7.10;7.20;5.50;3.40;1.00;0.00;0.00;0.00;0.50;2.50;4.90;5.50;6.00;6.40;8.00;7.90;7.90;7.60;6.00;3.60;1.10;0.00;0.00;0.00;0.60;2.90;4.50;5.70;6.00;5.80;7.10;7.40;7.80;7.50;5.80;3.20;1.10;0.10;0.00;0.00;0.60;2.00;3.60;5.20;6.00;5.90;6.50;7.00;7.50;6.00;4.60;2.60;0.60;0.00;0.00;0.00;0.10;1.10;2.50;4.00;5.00;5.75;6.40;6.50;6.00;5.20;3.50;1.50;0.10;0.00;0.00;0.00;0.00;0.30;1.20;2.00;3.70;4.50;5.70;4.60;4.50;3.10;1.60;0.50;0.00;0.00;0.00;0.00;0.00;0.00;0.50;1.00;2.00;2.60;2.60;2.60;2.10;1.50;0.50;0.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.50;0.80;0.70;0.50;0.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
2.6;2.4;2.0;0,06;143.1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.20;0.50;0.80;0.60;0.50;0.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.20;0.75;1.25;1.40;1.40;1.40;1.40;1.25;0.80;0.10;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.40;1.90;3.00;3.60;3.40;2.75;1.90;1.50;1.00;0.00;0.00;0.00;0.00;0.00;1.00;1.50;2.40;3.90;4.40;4.60;4.90;4.90;4.00;2.50;1.40;0.90;0.00;0.00;0.00;0.00;1.25;2.25;4.00;5.00;4.60;4.25;4.25;4.75;4.75;4.10;1.90;1.00;0.00;0.00;0.00;0.75;1.40;2.90;4.90;5.00;4.30;4.00;4.00;4.25;4.80;4.90;3.25;1.60;0.75;0.00;0.00;0.80;1.30;3.25;4.70;4.80;4.75;6.50;7.10;4.75;4.80;5.00;3.75;1.75;0.75;0.00;0.00;0.80;1.50;3.40;4.90;4.75;4.40;6.40;6.60;4.80;4.80;5.10;3.50;1.80;0.70;0.00;0.00;0.75;1.25;2.50;4.40;4.70;4.25;4.40;4.50;4.50;4.60;5.00;3.10;1.60;0.00;0.00;0.00;0.30;1.00;1.70;3.40;4.90;4.80;4.50;4.50;4.75;5.30;4.20;2.25;1.25;0.00;0.00;0.00;0.00;0.80;1.40;2.25;3.40;4.50;5.00;4.90;4.80;3.80;2.40;1.75;0.50;0.00;0.00;0.00;0.00;0.00;0.90;1.40;1.80;2.70;2.90;3.00;2.40;1.90;1.60;0.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.50;1.10;1.25;1.40;1.40;1.40;0.90;0.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.20;0.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
2.6;2.4;2.5;0,29;122.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.50;0.90;1.40;0.90;0.70;0.40;0.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.40;1.50;2.00;2.00;2.50;2.25;2.10;1.50;1.00;0.60;0.00;0.00;0.00;0.00;0.00;0.50;2.70;2.50;2.90;4.00;4.00;4.00;3.75;3.75;2.00;0.10;0.00;0.00;0.00;0.00;0.00;1.50;2.25;3.75;4.90;5.10;5.00;5.00;5.20;4.40;3.10;1.80;0.70;0.00;0.00;0.00;0.50;1.90;3.00;4.40;4.75;4.50;4.80;5.00;5.20;5.30;5.00;3.00;1.10;0.00;0.00;0.00;1.00;2.25;3.25;5.00;5.10;4.80;5.00;5.00;5.20;5.50;5.00;3.50;1.90;0.20;0.00;0.00;1.00;2.20;4.00;4.75;5.00;5.30;8.10;8.40;5.90;5.50;5.10;4.20;2.00;0.60;0.00;0.00;1.00;2.10;4.10;5.10;5.00;5.00;7.20;7.70;6.00;6.00;6.00;4.00;2.00;0.50;0.00;0.00;0.90;2.00;3.50;4.80;5.00;4.90;5.40;5.50;6.00;6.00;5.60;2.40;1.10;0.00;0.00;0.00;0.30;1.40;2.50;4.50;5.40;5.20;5.00;5.60;6.00;5.90;4.90;2.60;1.00;0.00;0.00;0.00;0.00;0.70;1.90;3.10;4.40;5.30;5.40;5.50;2.25;4.10;3.10;2.00;0.20;0.00;0.00;0.00;0.00;0.00;0.90;1.50;2.50;2.60;4.50;3.90;3.40;2.20;1.40;0.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.60;1.10;1.50;1.50;1.50;1.00;0.60;0.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.30;0.50;0.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
